,Target
824,23.571428571428573
1416,21.73076923076923
1187,32.3125
1137,19.2
624,30.625
807,21.125
256,30.5
25,12.666666666666666
336,17.5
572,31.714285714285715
47,13.666666666666666
106,29.2
349,15.25
55,16.875
1444,18.166666666666668
213,31.571428571428573
120,31.857142857142858
1128,13.125
1389,28.40909090909091
72,22.33333333333333
743,12.0
1189,32.8125
45,19.166666666666668
1231,37.21428571428572
523,37.625
826,23.75
867,35.375
1200,33.625
757,11.714285714285714
533,33.875
603,33.857142857142854
465,28.142857142857142
1392,28.5
1245,26.8125
1080,12.25
904,37.25
60,19.0
92,26.2
666,24.75
727,11.125
194,30.75
280,29.2
359,12.125
519,35.25
1096,14.0
923,29.875
182,33.142857142857146
987,33.0
110,27.666666666666668
42,15.333333333333334
1237,36.8
204,29.714285714285715
983,30.75
52,20.5
545,32.0
945,29.428571428571427
852,31.0
1414,22.24
1376,30.6
183,31.571428571428573
137,31.4
926,31.75
80,25.25
1181,26.25
105,32.125
541,32.5
706,17.0
480,31.5
165,30.714285714285715
248,30.571428571428573
307,21.166666666666668
446,22.75
712,16.875
334,18.0
97,28.714285714285715
724,10.75
905,26.625
899,35.875
102,30.2
434,20.714285714285715
1007,28.875
1306,27.33333333333333
834,27.625
1325,29.88888888888889
302,22.857142857142858
1230,37.25
1192,29.933333333333334
388,13.875
235,32.0
1213,34.15384615384615
267,28.571428571428573
305,21.625
117,30.571428571428573
1365,32.18518518518518
673,22.75
249,30.83333333333333
1065,18.125
1052,18.5
71,21.5
94,25.6
1441,19.90909090909091
33,18.0
1168,22.375
448,24.625
445,25.0
716,11.75
844,30.5
1113,12.357142857142858
858,35.125
997,28.5
77,22.5
84,24.142857142857142
792,16.75
82,27.0
457,25.0
970,32.25
676,23.875
938,29.5
1050,19.875
436,19.0
644,31.0
780,22.75
862,27.75
1163,24.0
404,12.875
1271,35.42857142857143
941,29.0
944,31.5
104,28.25
609,29.25
1068,17.5
993,30.125
888,36.5
62,17.6
281,30.83333333333333
964,29.875
238,32.142857142857146
223,29.5
145,37.8
1402,25.64
373,12.833333333333334
118,32.125
1097,14.375
250,28.0
1407,23.73076923076923
9,11.0
449,25.125
708,21.5
255,31.142857142857142
593,31.375
389,11.75
1203,34.625
1169,24.066666666666663
557,35.875
1255,35.733333333333334
1425,24.294117647058822
460,30.125
723,9.25
1347,30.55555555555556
144,38.71428571428572
501,29.875
1070,17.625
739,11.125
1350,31.642857142857142
731,14.875
539,33.0
177,31.428571428571427
1409,23.51851851851852
697,20.25
1403,24.814814814814813
1022,27.714285714285715
1116,11.733333333333333
1430,19.75
1454,14.0
7,8.857142857142858
820,26.428571428571427
667,23.875
1457,17.217391304347824
357,13.5
783,21.5
985,32.125
329,21.25
1333,31.22222222222222
1118,11.1875
1088,11.5
258,29.666666666666668
1145,23.625
372,11.875
1075,13.25
882,31.625
142,37.5
525,37.25
1108,15.5625
1336,29.571428571428573
1092,16.375
1388,29.07692307692308
440,26.25
531,36.375
1170,23.9375
226,27.714285714285715
1000,28.25
228,27.428571428571427
1247,36.0
1265,35.625
212,30.0
79,23.83333333333333
148,34.142857142857146
814,28.5
1067,17.625
869,33.125
671,23.375
1125,17.375
555,36.125
864,28.5
133,32.285714285714285
1079,13.0
823,21.0
408,15.25
982,31.25
507,34.625
1151,22.8
504,31.125
986,31.875
347,16.142857142857142
386,15.25
0,10.0
360,11.875
828,26.0
1380,29.571428571428573
475,28.0
1272,34.86666666666667
57,20.8
637,30.625
1274,30.785714285714285
1026,24.875
909,31.125
172,35.6
450,23.5
125,32.75
934,32.0
530,33.875
857,34.125
713,16.625
90,25.375
1413,23.346153846153847
181,33.857142857142854
875,35.25
1140,17.6
786,20.0
414,15.125
251,31.0
69,24.0
803,17.625
131,29.857142857142858
300,22.666666666666668
978,31.25
326,18.142857142857142
1427,22.454545454545453
1084,12.625
499,29.5
968,32.5
832,24.75
364,14.5
495,29.625
1360,30.03703703703704
338,17.142857142857142
421,18.75
164,30.142857142857142
28,14.125
516,32.75
193,31.75
1148,21.428571428571427
1327,33.18518518518518
1326,32.07142857142857
169,29.857142857142858
167,26.875
652,24.5
173,35.166666666666664
518,34.875
1182,25.933333333333334
1150,22.5625
912,33.75
491,31.75
73,24.166666666666668
1220,30.6
587,31.125
750,13.25
657,24.75
842,30.75
234,31.285714285714285
732,15.125
214,32.5
162,34.142857142857146
132,31.714285714285715
1099,15.833333333333334
222,30.0
1195,32.25
185,32.8
41,15.875
692,16.875
108,28.285714285714285
38,14.0
568,30.625
947,29.5
1234,37.375
1404,23.115384615384617
483,32.125
468,27.625
890,36.625
24,12.25
962,29.375
1101,17.125
68,23.142857142857142
884,31.875
1232,37.5
366,11.0
505,33.0
850,31.25
1293,28.125
383,14.5
734,14.0
717,11.75
1301,31.9375
454,24.125
264,28.33333333333333
75,22.666666666666668
914,34.125
232,28.33333333333333
444,22.5
395,14.75
611,27.875
176,30.666666666666668
18,12.5
1278,28.4
1029,24.75
341,16.5
1098,15.75
879,32.25
595,33.0
61,19.33333333333333
1228,37.294117647058826
272,26.857142857142858
1177,26.2
872,37.375
1091,17.125
1371,33.26923076923077
278,29.75
1400,24.384615384615383
694,19.625
368,12.875
1346,31.916666666666668
36,16.666666666666668
735,12.0
1298,34.125
662,25.25
1286,32.5625
1317,32.0
977,30.875
547,29.5
1358,33.44444444444444
688,20.375
738,10.625
191,32.5
919,29.625
456,26.75
868,31.5
393,14.875
675,24.0
760,13.75
1442,19.05
728,11.625
419,16.375
375,12.125
412,15.125
74,20.33333333333333
1367,32.22727272727273
1142,18.714285714285715
500,31.125
825,25.0
195,31.75
1281,33.25
616,31.0
114,31.142857142857142
417,16.625
601,33.875
969,32.0
921,25.5
604,29.625
1397,25.814814814814813
89,23.2
848,31.25
1117,14.4375
1449,19.8
753,12.375
498,26.875
11,14.0
396,14.0
284,26.142857142857142
690,19.875
1198,31.75
1368,32.214285714285715
689,18.25
851,30.125
159,36.16666666666666
895,31.0
1159,23.933333333333334
257,31.625
335,17.25
1372,30.55555555555556
1039,22.875
515,34.625
1015,29.5
768,16.625
1283,33.5
761,15.0
1074,17.25
521,37.5
22,14.0
356,14.25
1239,31.526315789473685
340,16.0
431,19.875
473,25.625
217,27.166666666666668
911,32.0
1173,26.785714285714285
1011,28.5
1421,22.57894736842105
93,24.6
1008,28.375
696,19.375
996,28.25
153,35.6
1419,22.25
1460,15.052631578947368
789,17.375
580,30.5
703,17.75
1226,32.5
487,31.75
559,32.375
801,21.375
512,33.625
633,30.0
1303,28.3125
790,17.5
116,31.142857142857142
740,11.0
1081,12.875
830,28.25
119,31.142857142857142
656,23.75
635,30.25
369,12.375
268,28.2
655,24.0
935,30.857142857142858
822,24.5
866,33.25
46,14.428571428571429
1258,35.5
991,30.625
876,33.75
773,17.25
4,6.0
1003,28.125
1269,33.84615384615385
263,25.2
1270,36.4375
1335,33.4
443,21.5
1002,29.0
1077,13.25
837,30.125
1305,27.375
304,23.428571428571427
1144,23.153846153846157
313,16.833333333333332
149,32.2
574,30.25
50,17.714285714285715
1141,18.214285714285715
726,9.0
833,26.25
1115,12.1875
470,27.125
971,32.625
653,23.0
399,18.857142857142858
511,31.875
320,15.571428571428571
19,11.285714285714286
684,18.25
35,16.625
902,32.125
827,25.625
1310,32.5625
407,13.25
920,26.625
537,34.5
758,11.5
1062,18.125
245,32.75
1127,15.266666666666667
784,22.875
489,29.75
154,35.857142857142854
961,30.75
853,30.875
625,30.5
685,17.75
569,30.5
1391,27.5
17,13.833333333333334
127,34.5
927,30.75
980,31.625
1432,21.20833333333333
190,29.75
1139,17.642857142857142
992,29.142857142857142
1426,23.63636363636364
1219,33.714285714285715
606,28.625
180,32.833333333333336
301,23.0
496,28.0
1259,36.0
1223,35.13333333333333
1205,34.0625
517,32.75
1069,17.125
476,29.375
157,34.0
16,16.5
1072,18.375
546,31.375
658,25.625
1313,30.066666666666663
1019,28.0
1252,35.42857142857143
959,29.125
1374,30.703703703703702
283,23.857142857142858
797,18.125
225,29.666666666666668
26,12.857142857142858
437,19.625
1420,21.53846153846154
229,28.33333333333333
37,15.6
749,13.375
1045,21.875
469,29.0
1246,32.642857142857146
1435,18.53846153846154
687,17.5
1344,30.375
639,30.375
1262,33.5
1158,27.3125
1218,35.5
1329,32.18518518518518
800,20.5
160,36.625
956,28.5
1186,30.571428571428573
821,28.714285714285715
1452,15.55
877,34.75
913,33.0
152,32.4
1339,27.96
509,31.5
1135,18.133333333333333
1225,34.0
103,28.25
586,28.5
1295,32.3125
1143,19.466666666666665
53,17.428571428571427
151,32.0
403,13.625
1417,21.73076923076923
207,30.142857142857142
1382,29.75
1122,16.857142857142858
8,14.0
1014,29.25
1309,30.6875
1060,18.5
452,25.875
253,30.857142857142858
896,32.375
1276,35.46666666666667
880,34.25
1378,29.77777777777778
623,30.625
345,17.75
1299,31.875
262,28.666666666666668
150,33.625
472,24.25
640,30.5
1447,16.083333333333332
1375,30.96
550,34.705882352941174
928,29.5
488,31.875
1322,31.678571428571427
1171,26.3125
146,35.857142857142854
402,19.625
954,32.0
1370,32.81481481481482
659,25.75
463,25.75
186,31.0
1147,21.0
1224,33.53333333333333
608,29.428571428571427
143,38.42857142857143
751,12.625
981,31.0
197,31.125
883,28.625
279,29.714285714285715
293,24.875
1330,31.48
400,17.0
122,28.571428571428573
1207,33.25
202,29.5
835,25.25
246,31.714285714285715
1387,28.925925925925927
1373,28.83333333333333
1153,23.0
384,14.625
1289,31.25
854,32.125
219,28.5
641,31.0
1,7.4
112,28.625
698,19.75
1394,27.57692307692308
951,30.375
1284,30.8
1319,29.035714285714285
441,24.857142857142858
1136,19.6875
1256,36.13333333333333
663,25.125
1338,27.25925925925926
1257,33.4375
1412,24.296296296296298
317,17.625
648,25.714285714285715
709,19.625
1282,33.266666666666666
972,31.857142857142858
627,31.125
632,30.0
1248,37.5625
1424,23.6
1254,36.07142857142857
1349,31.0
795,18.375
645,28.75
1012,28.5
556,36.625
681,18.5
577,33.25
1109,13.0
1266,30.9375
1183,27.125
524,37.875
1059,20.0
540,32.25
1194,30.73333333333333
748,13.75
1352,30.857142857142858
484,33.25
95,25.857142857142858
1020,26.857142857142858
563,27.25
1264,35.857142857142854
742,12.25
863,29.625
891,35.625
1038,22.125
206,30.0
392,16.625
794,20.0
870,35.625
397,15.25
766,15.125
1342,31.692307692307693
1241,35.26923076923077
1028,25.625
642,30.625
612,26.5
960,31.25
725,10.375
683,18.625
98,30.166666666666668
804,19.857142857142858
406,13.375
502,31.5
1071,18.428571428571427
1056,17.0
929,30.125
779,22.75
200,26.83333333333333
134,33.0
1051,18.5
40,15.25
1017,27.5
230,28.166666666666668
378,14.875
288,26.428571428571427
418,16.5
391,16.625
592,30.428571428571427
1162,23.428571428571427
1086,12.5
647,27.125
1152,22.8
520,36.875
64,20.857142857142858
14,14.714285714285714
1180,24.666666666666668
1064,19.25
492,31.375
379,12.0
187,31.166666666666668
763,16.75
216,29.5
791,16.25
1076,12.875
878,35.125
337,17.142857142857142
719,9.5
295,25.0
1016,28.125
1275,35.375
455,24.875
1458,15.238095238095235
815,27.375
269,29.0
995,28.625
201,28.2
161,30.166666666666668
729,12.375
401,18.5
702,21.25
1129,16.363636363636363
565,30.875
1021,28.142857142857142
1025,24.0
1104,15.625
205,28.33333333333333
34,17.428571428571427
775,18.875
508,31.5
1438,19.416666666666668
1390,29.33333333333333
91,25.166666666666668
1363,31.130434782608692
897,33.875
564,29.875
1369,32.541666666666664
776,20.625
241,29.166666666666668
13,12.833333333333334
315,16.571428571428573
600,33.125
387,15.625
1297,34.13333333333333
166,27.0
840,31.75
20,11.2
646,27.625
1154,23.875
831,24.375
1267,32.875
562,30.75
1423,21.42105263157895
686,17.625
957,28.625
189,29.0
975,31.625
699,20.0
510,30.125
1082,12.375
474,27.0
856,35.42857142857143
747,13.0
252,29.666666666666668
21,9.5
1337,30.04
459,27.375
1184,29.571428571428573
276,24.83333333333333
955,30.875
1215,33.0625
385,13.571428571428571
805,20.875
1437,16.9
343,15.5
769,16.875
1332,31.52
130,30.75
871,36.25
1123,19.5625
1396,25.51851851851852
87,21.25
330,19.125
1238,32.214285714285715
466,29.125
121,29.83333333333333
1044,21.875
1095,14.714285714285714
1130,12.666666666666666
1294,27.666666666666668
860,34.0
1459,14.095238095238097
1126,15.846153846153848
