,Target
194,1137.4697
195,1639.5631
196,5649.715
197,8516.829
198,9644.2525
199,14901.5167
200,2130.6759
201,8871.1517
202,13012.20865
203,37133.8982
204,7147.105
205,4337.7352
206,11743.299
207,20984.0936
208,13880.949
209,6610.1097
210,1980.07
211,8162.71625
212,3537.703
213,5002.7827
214,8520.026
215,7371.772
216,10355.641
217,2483.736
218,3392.9768
219,25081.76784
220,5012.471
221,10564.8845
222,5253.524
223,34779.615
224,19515.5416
225,11987.1682
226,2689.4954
227,24227.33724
228,7358.17565
229,9225.2564
230,7443.64305
231,14001.2867
232,1727.785
233,12333.828
234,6710.1919
235,19444.2658
236,1615.7667
237,4463.2051
238,17352.6803
239,7152.6714
240,38511.6283
241,5354.07465
242,35160.13457
243,7196.867
244,29523.1656
245,24476.47851
246,12648.7034
247,1986.9334
248,1832.094
249,4040.55825
250,12829.4551
251,47305.305
252,44260.7499
253,4260.744
254,41097.16175
255,13047.33235
256,43921.1837
257,5400.9805
258,11520.09985
259,33750.2918
260,11837.16
261,17085.2676
262,24869.8368
263,36219.40545
264,20462.99766
265,46151.1245
266,17179.522
267,14590.63205
268,7441.053
269,9282.4806
270,1719.4363
271,42856.838
272,7265.7025
273,9617.66245
274,2523.1695
275,9715.841
276,2803.69785
277,2150.469
278,12928.7911
279,9855.1314
280,22331.5668
281,48549.17835
282,4237.12655
283,11879.10405
284,9625.92
285,7742.1098
286,9432.9253
287,14256.1928
288,47896.79135
289,25992.82104
290,3172.018
291,20277.80751
292,42112.2356
293,2156.7518
294,3906.127
295,1704.5681
296,16297.846
297,21978.6769
298,38746.3551
299,9249.4952
300,6746.7425
301,24873.3849
302,12265.5069
303,4349.462
304,12646.207
305,19442.3535
306,20177.67113
307,4151.0287
308,11944.59435
309,7749.1564
310,8444.474
311,1737.376
312,42124.5153
313,8124.4084
314,34838.873
315,9722.7695
316,8835.26495
317,10435.06525
318,7421.19455
319,4667.60765
320,4894.7533
321,24671.66334
322,35491.64
323,11566.30055
324,2866.091
325,6600.20595
326,3561.8889
327,42760.5022
328,47928.03
329,9144.565
330,48517.56315
331,24393.6224
332,13429.0354
333,11658.37915
334,19144.57652
335,13822.803
336,12142.5786
337,13937.6665
338,41919.097
339,8232.6388
340,18955.22017
341,13352.0998
342,13217.0945
343,13981.85035
344,10977.2063
345,6184.2994
346,4889.9995
347,8334.45755
348,5478.0368
349,1635.73365
350,11830.6072
351,8932.084
352,3554.203
353,12404.8791
354,14133.03775
355,24603.04837
356,8944.1151
357,9620.3307
358,1837.2819
359,1607.5101
360,10043.249
361,4751.07
362,13844.506
363,2597.779
364,3180.5101
365,9778.3472
366,13430.265
367,8017.06115
368,8116.26885
369,3481.868
370,13415.0381
371,12029.2867
372,7639.41745
373,36085.219
374,1391.5287
375,18033.9679
376,21659.9301
377,38126.2465
378,16455.70785
379,27000.98473
380,15006.57945
381,42303.69215
382,20781.48892
383,5846.9176
384,8302.53565
385,1261.859
386,11856.4115
387,30284.64294
388,3176.8159
389,4618.0799
390,10736.87075
391,2138.0707
392,8964.06055
393,9290.1395
394,9411.005
395,7526.70645
396,8522.003
397,16586.49771
398,14988.432
399,1631.6683
400,9264.797
401,8083.9198
402,14692.66935
403,10269.46
404,3260.199
405,11396.9002
406,4185.0979
407,8539.671
408,6652.5288
409,4074.4537
410,1621.3402
411,19594.80965
412,14455.64405
413,5080.096
414,2134.9015
415,7345.7266
416,9140.951
417,18608.262
418,14418.2804
419,28950.4692
420,46889.2612
421,46599.1084
422,39125.33225
423,2727.3951
424,8968.33
425,9788.8659
426,6555.07035
427,7323.734819
428,3167.45585
429,18804.7524
430,23082.95533
431,4906.40965
432,5969.723
433,12638.195
434,4243.59005
435,13919.8229
436,2254.7967
437,5926.846
438,12592.5345
439,2897.3235
440,4738.2682
441,37079.372
442,1149.3959
443,28287.89766
444,26109.32905
445,7345.084
446,12730.9996
447,11454.0215
448,5910.944
449,4762.329
450,7512.267
451,4032.2407
452,1969.614
453,1769.53165
454,4686.3887
455,21797.0004
456,11881.9696
457,11840.77505
458,10601.412
459,7682.67
460,10381.4787
461,22144.032
462,15230.32405
463,11165.41765
464,1632.03625
465,19521.9682
466,13224.693
467,12643.3778
468,23288.9284
469,2201.0971
470,2497.0383
471,2203.47185
472,1744.465
473,20878.78443
474,25382.297
475,28868.6639
476,35147.52848
477,2534.39375
478,1534.3045
479,1824.2854
480,15555.18875
481,9304.7019
482,1622.1885
483,9880.068
484,9563.029
485,4347.02335
486,12475.3513
487,1253.936
488,48885.13561
489,10461.9794
490,1748.774
491,24513.09126
492,2196.4732
493,12574.049
494,17942.106
495,1967.0227
496,4931.647
497,8027.968
498,8211.1002
499,13470.86
500,36197.699
501,6837.3687
502,22218.1149
503,32548.3405
504,5974.3847
505,6796.86325
506,2643.2685
507,3077.0955
508,3044.2133
509,11455.28
510,11763.0009
511,2498.4144
512,9361.3268
513,1256.299
514,21082.16
515,11362.755
516,27724.28875
517,8413.46305
518,5240.765
519,3857.75925
520,25656.57526
521,3994.1778
522,9866.30485
523,5397.6167
524,38245.59327
525,11482.63485
526,24059.68019
527,9861.025
528,8342.90875
529,1708.0014
530,48675.5177
531,14043.4767
532,12925.886
533,19214.70553
534,13831.1152
535,6067.12675
536,5972.378
537,8825.086
538,8233.0975
539,27346.04207
540,6196.448
541,3056.3881
542,13887.204
543,63770.42801
544,10231.4999
545,23807.2406
546,3268.84665
547,11538.421
548,3213.62205
549,45863.205
550,13390.559
551,3972.9247
552,12957.118
553,11187.6567
554,17878.90068
555,3847.674
556,8334.5896
557,3935.1799
558,39983.42595
559,1646.4297
560,9193.8385
561,10923.9332
562,2494.022
563,9058.7303
564,2801.2588
565,2128.43105
566,6373.55735
567,7256.7231
568,11552.904
569,45702.02235
570,3761.292
571,2219.4451
572,4753.6368
573,31620.00106
574,13224.05705
575,12222.8983
576,1664.9996
577,58571.07448
578,9724.53
579,3206.49135
580,12913.9924
581,1639.5631
582,6356.2707
583,17626.23951
584,1242.816
585,4779.6023
586,3861.20965
587,43943.8761
588,13635.6379
589,5976.8311
590,11842.442
591,8428.0693
592,2566.4707
593,15359.1045
594,5709.1644
595,8823.98575
596,7640.3092
597,5594.8455
598,7441.501
599,33471.97189
600,1633.0444
601,9174.13565
602,11070.535
603,16085.1275
604,17468.9839
605,9283.562
606,3558.62025
607,25678.77845
608,4435.0942
609,39241.442
610,8547.6913
611,6571.544
612,2207.69745
613,6753.038
614,1880.07
615,42969.8527
616,11658.11505
617,23306.547
618,34439.8559
619,10713.644
620,3659.346
621,40182.246
622,9182.17
623,34617.84065
624,12129.61415
625,3736.4647
626,6748.5912
627,11326.71487
628,11365.952
629,42983.4585
630,10085.846
631,1977.815
632,3366.6697
633,7173.35995
634,9391.346
635,14410.9321
636,2709.1119
637,24915.04626
638,20149.3229
639,12949.1554
640,6666.243
641,32787.45859
642,13143.86485
643,4466.6214
644,18806.14547
645,10141.1362
646,6123.5688
647,8252.2843
648,1712.227
649,12430.95335
650,9800.8882
651,10579.711
652,8280.6227
653,8527.532
654,12244.531
655,24667.419
656,3410.324
657,4058.71245
658,26392.26029
659,14394.39815
660,6435.6237
661,22192.43711
662,5148.5526
663,1136.3994
664,27037.9141
665,42560.4304
666,8703.456
667,40003.33225
668,45710.20785
669,6500.2359
670,4837.5823
671,3943.5954
672,4399.731
673,6185.3208
674,46200.9851
675,7222.78625
676,12485.8009
677,46130.5265
678,12363.547
679,10156.7832
680,2585.269
681,1242.26
682,40103.89
683,9863.4718
684,4766.022
685,11244.3769
686,7729.64575
687,5438.7491
688,26236.57997
689,34806.4677
690,2104.1134
691,8068.185
692,2362.22905
693,2352.96845
694,3577.999
695,3201.24515
696,29186.48236
697,40273.6455
698,10976.24575
699,3500.6123
700,2020.5523
701,9541.69555
702,9504.3103
703,5385.3379
704,8930.93455
705,5375.038
706,44400.4064
707,10264.4421
708,6113.23105
709,5469.0066
710,1727.54
711,10107.2206
712,8310.83915
713,1984.4533
714,2457.502
715,12146.971
716,9566.9909
717,13112.6048
718,10848.1343
719,12231.6136
720,9875.6804
721,11264.541
722,12979.358
723,1263.249
724,10106.13425
725,40932.4295
726,6664.68595
727,16657.71745
728,2217.6012
729,6781.3542
730,19361.9988
731,10065.413
732,4234.927
733,9447.25035
734,14007.222
735,9583.8933
736,40419.0191
737,3484.331
738,36189.1017
739,44585.45587
740,8604.48365
741,18246.4955
742,43254.41795
743,3757.8448
744,8827.2099
745,9910.35985
746,11737.84884
747,1627.28245
748,8556.907
749,3062.50825
750,19539.243
751,1906.35825
752,14210.53595
753,11833.7823
754,17128.42608
755,5031.26955
756,7985.815
757,23065.4207
758,5428.7277
759,36307.7983
760,3925.7582
761,2416.955
762,19040.876
763,3070.8087
764,9095.06825
765,11842.62375
766,8062.764
767,7050.642
768,14319.031
769,6933.24225
770,27941.28758
771,11150.78
772,12797.20962
773,17748.5062
774,7261.741
775,10560.4917
776,6986.697
777,7448.40395
778,5934.3798
779,9869.8102
780,18259.216
781,1146.7966
782,9386.1613
783,24520.264
784,4350.5144
785,6414.178
786,12741.16745
787,1917.3184
788,5209.57885
789,13457.9608
790,5662.225
791,1252.407
792,2731.9122
793,21195.818
794,7209.4918
795,18310.742
796,4266.1658
797,4719.52405
798,11848.141
799,17904.52705
800,7046.7222
801,14313.8463
802,2103.08
803,38792.6856
804,1815.8759
805,7731.85785
806,28476.73499
807,2136.88225
808,1131.5066
809,3309.7926
810,9414.92
811,6360.9936
812,11013.7119
813,4428.88785
814,5584.3057
815,1877.9294
816,2842.76075
817,3597.596
818,23401.30575
819,55135.40209
820,7445.918
821,2680.9493
822,1621.8827
823,8219.2039
824,12523.6048
825,16069.08475
826,43813.8661
827,20773.62775
828,39597.4072
829,6117.4945
830,13393.756
831,5266.3656
832,4719.73655
833,11743.9341
834,5377.4578
835,7160.3303
836,4402.233
837,11657.7189
838,6402.29135
839,12622.1795
840,1526.312
841,12323.936
842,36021.0112
843,27533.9129
844,10072.05505
845,45008.9555
846,9872.701
847,2438.0552
848,2974.126
849,10601.63225
850,37270.1512
851,14119.62
852,42111.6647
853,11729.6795
854,24106.91255
855,1875.344
856,40974.1649
857,15817.9857
858,18218.16139
859,10965.446
860,46113.511
861,7151.092
862,12269.68865
863,5458.04645
864,8782.469
865,6600.361
866,1141.4451
867,11576.13
868,13129.60345
869,4391.652
870,8457.818
871,3392.3652
872,5966.8874
873,6849.026
874,8891.1395
875,2690.1138
876,26140.3603
877,6653.7886
878,6282.235
879,6311.952
880,3443.064
881,2789.0574
882,2585.85065
883,46255.1125
884,4877.98105
885,19719.6947
886,27218.43725
887,5272.1758
888,1682.597
889,11945.1327
890,29330.98315
891,7243.8136
892,10422.91665
893,44202.6536
894,13555.0049
895,13063.883
896,19798.05455
897,2221.56445
898,1634.5734
899,2117.33885
900,8688.85885
901,48673.5588
902,4661.28635
903,8125.7845
904,12644.589
905,4564.19145
906,4846.92015
907,7633.7206
908,15170.069
909,17496.306
910,2639.0429
911,33732.6867
912,14382.70905
913,7626.993
914,5257.50795
915,2473.3341
916,21774.32215
917,35069.37452
918,13041.921
919,5245.2269
920,13451.122
921,13462.52
922,5488.262
923,4320.41085
924,6250.435
925,25333.33284
926,2913.569
927,12032.326
928,13470.8044
929,6289.7549
930,2927.0647
931,6238.298
932,10096.97
933,7348.142
934,4673.3922
935,12233.828
936,32108.66282
937,8965.79575
938,2304.0022
939,9487.6442
940,1121.8739
941,9549.5651
942,2217.46915
943,1628.4709
944,12982.8747
945,11674.13
946,7160.094
947,39047.285
948,6358.77645
949,19933.458
950,11534.87265
951,47462.894
952,4527.18295
953,38998.546
954,20009.63365
955,3875.7341
956,41999.52
957,12609.88702
958,41034.2214
959,28468.91901
960,2730.10785
961,3353.284
962,14474.675
963,9500.57305
964,26467.09737
965,4746.344
966,23967.38305
967,7518.02535
968,3279.86855
969,8596.8278
970,10702.6424
971,4992.3764
972,2527.81865
973,1759.338
974,2322.6218
975,16138.76205
976,7804.1605
977,2902.9065
978,9704.66805
979,4889.0368
980,25517.11363
981,4500.33925
982,19199.944
983,16796.41194
984,4915.05985
985,7624.63
986,8410.04685
987,28340.18885
988,4518.82625
989,14571.8908
990,3378.91
991,7144.86265
992,10118.424
993,5484.4673
994,16420.49455
995,7986.47525
996,7418.522
997,13887.9685
998,6551.7501
999,5267.81815
1000,17361.7661
1001,34472.841
1002,1972.95
1003,21232.18226
1004,8627.5411
1005,4433.3877
1006,4438.2634
1007,24915.22085
1008,23241.47453
1009,9957.7216
1010,8269.044
1011,18767.7377
1012,36580.28216
1013,8765.249
1014,5383.536
1015,12124.9924
1016,2709.24395
1017,3987.926
1018,12495.29085
1019,26018.95052
1020,8798.593
1021,35595.5898
1022,42211.1382
1023,1711.0268
1024,8569.8618
1025,2020.177
1026,16450.8947
1027,21595.38229
1028,9850.432
1029,6877.9801
1030,21677.28345
1031,44423.803
1032,4137.5227
1033,13747.87235
1034,12950.0712
1035,12094.478
1036,37484.4493
1037,39725.51805
1038,2250.8352
1039,22493.65964
1040,20234.85475
1041,1704.70015
1042,33475.81715
1043,3161.454
1044,11394.06555
1045,21880.82
1046,7325.0482
1047,44501.3982
1048,3594.17085
1049,39727.614
1050,8023.13545
1051,14394.5579
1052,9288.0267
1053,25309.489
1054,3353.4703
1055,10594.50155
1056,8277.523
1057,17929.30337
1058,2480.9791
1059,4462.7218
1060,1981.5819
1061,11554.2236
1062,48970.2476
1063,6548.19505
1064,5708.867
1065,7045.499
1066,8978.1851
1067,5757.41345
1068,14349.8544
1069,10928.849
1070,39871.7043
1071,13974.45555
1072,1909.52745
1073,12096.6512
1074,13204.28565
1075,4562.8421
1076,8551.347
1077,2102.2647
1078,34672.1472
1079,15161.5344
1080,11884.04858
1081,4454.40265
1082,5855.9025
1083,4076.497
1084,15019.76005
1085,19023.26
1086,10796.35025
1087,11353.2276
1088,9748.9106
1089,10577.087
1090,41676.0811
1091,11286.5387
1092,3591.48
1093,33907.548
1094,11299.343
1095,4561.1885
1096,44641.1974
1097,1674.6323
1098,23045.56616
1099,3227.1211
1100,16776.30405
1101,11253.421
1102,3471.4096
1103,11363.2832
1104,20420.60465
1105,10338.9316
1106,8988.15875
1107,10493.9458
1108,2904.088
1109,8605.3615
1110,11512.405
1111,41949.2441
1112,24180.9335
1113,5312.16985
1114,2396.0959
1115,10807.4863
1116,9222.4026
1117,36124.5737
1118,38282.7495
1119,5693.4305
1120,34166.273
1121,8347.1643
1122,46661.4424
1123,18903.49141
1124,40904.1995
1125,14254.6082
1126,10214.636
1127,5836.5204
1128,14358.36437
1129,1728.897
1130,8582.3023
1131,3693.428
1132,20709.02034
1133,9991.03765
1134,19673.33573
1135,11085.5868
1136,7623.518
1137,3176.2877
1138,3704.3545
1139,36898.73308
1140,9048.0273
1141,7954.517
1142,27117.99378
1143,6338.0756
1144,9630.397
1145,11289.10925
1146,52590.82939
1147,2261.5688
1148,10791.96
1149,5979.731
1150,2203.73595
1151,12235.8392
1152,40941.2854
1153,5630.45785
1154,11015.1747
1155,7228.21565
1156,39722.7462
1157,14426.07385
1158,2459.7201
1159,3989.841
1160,7727.2532
1161,5124.1887
1162,18963.17192
1163,2200.83085
1164,7153.5539
1165,5227.98875
1166,10982.5013
1167,4529.477
1168,4670.64
1169,6112.35295
1170,17178.6824
1171,22478.6
1172,11093.6229
1173,6457.8434
1174,4433.9159
1175,2154.361
1176,23887.6627
1177,6496.886
1178,2899.48935
1179,19350.3689
1180,7650.77375
1181,2850.68375
1182,2632.992
1183,9447.3824
1184,18328.2381
1185,8603.8234
1186,37465.34375
1187,13844.7972
1188,21771.3423
1189,13126.67745
1190,5327.40025
1191,13725.47184
1192,13019.16105
1193,8671.19125
1194,4134.08245
1195,18838.70366
1196,33307.5508
1197,5699.8375
1198,6393.60345
1199,4934.705
1200,6198.7518
1201,8733.22925
1202,2055.3249
1203,9964.06
1204,18223.4512
1205,5116.5004
1206,36910.60803
1207,38415.474
1208,20296.86345
1209,12347.172
1210,5373.36425
1211,23563.01618
1212,1702.4553
1213,10806.839
1214,3956.07145
1215,12890.05765
1216,5415.6612
1217,4058.1161
1218,41661.602
1219,7537.1639
1220,4718.20355
1221,6593.5083
1222,8442.667
1223,26125.67477
1224,6858.4796
1225,4795.6568
1226,6640.54485
1227,7162.0122
1228,10594.2257
1229,11938.25595
1230,60021.39897
1231,20167.33603
1232,12479.70895
1233,11345.519
1234,8515.7587
1235,2699.56835
1236,14449.8544
1237,12224.35085
1238,6985.50695
1239,3238.4357
1240,47269.854
1241,49577.6624
1242,4296.2712
1243,3171.6149
1244,1135.9407
1245,5615.369
1246,9101.798
1247,6059.173
1248,1633.9618
1249,37607.5277
1250,18648.4217
1251,1241.565
1252,16232.847
1253,15828.82173
1254,4415.1588
1255,6474.013
1256,11436.73815
1257,11305.93455
1258,30063.58055
1259,10197.7722
1260,4544.2348
1261,3277.161
1262,6770.1925
1263,7337.748
1264,10370.91255
1265,26926.5144
1266,10704.47
1267,34254.05335
1268,1880.487
1269,8615.3
1270,3292.52985
1271,3021.80915
1272,14478.33015
1273,4747.0529
1274,17043.3414
1275,10959.33
1276,2741.948
1277,4357.04365
1278,22462.04375
1279,4189.1131
1280,8283.6807
1281,24535.69855
1282,14283.4594
1283,1720.3537
1284,47403.88
1285,8534.6718
1286,3732.6251
1287,5472.449
1288,38344.566
1289,7147.4728
1290,7133.9025
1291,34828.654
1292,1515.3449
1293,9301.89355
1294,11931.12525
1295,1964.78
1296,1708.92575
1297,4340.4409
1298,5261.46945
1299,2710.82855
1300,62592.87309
1301,46718.16325
1302,3208.787
1303,37829.7242
1304,21259.37795
1305,2464.6188
1306,16115.3045
1307,21472.4788
1308,33900.653
1309,6875.961
1310,6940.90985
1311,4571.41305
1312,4536.259
1313,36397.576
1314,18765.87545
1315,11272.33139
1316,1731.677
1317,1163.4627
1318,19496.71917
1319,7201.70085
1320,5425.02335
1321,28101.33305
1322,12981.3457
1323,43896.3763
1324,4239.89265
1325,13143.33665
1326,7050.0213
1327,9377.9047
1328,22395.74424
1329,10325.206
1330,12629.1656
1331,10795.93733
1332,11411.685
1333,10600.5483
1334,2205.9808
1335,1629.8335
1336,2007.945
1337,29141.3603
